"Path","Ext","Kind","Width","Height","SizeKB"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_default.svg",".svg","vector","24","48","0.35"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_default@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_disabled.svg",".svg","vector","24","48","0.35"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_disabled@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_hover.svg",".svg","vector","24","48","0.35"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_favorite_hover@2x.png",".png","raster","48","48","0.33"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_loading_active.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_loading_active@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_loading_default.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_loading_default@2x.png",".png","raster","48","48","0.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_default.svg",".svg","vector","24","48","0.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_default@2x.png",".png","raster","48","48","0.16"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_disabled.svg",".svg","vector","24","48","0.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_disabled@2x.png",".png","raster","48","48","0.16"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_hover.svg",".svg","vector","24","48","0.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_more_hover@2x.png",".png","raster","48","48","0.16"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_search_default.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_search_default@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_search_disabled.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_search_disabled@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_warning_active.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_warning_active@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_warning_default.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\list\list_icon_warning_default@2x.png",".png","raster","48","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_active.svg",".svg","vector","24","48","1.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_active@2x.png",".png","raster","48","48","0.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_default.svg",".svg","vector","24","48","1.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_default@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_disabled.svg",".svg","vector","24","48","1.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_disabled@2x.png",".png","raster","48","48","0.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_hover.svg",".svg","vector","24","48","1.03"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_desktop_lyrics_hover@2x.png",".png","raster","48","48","0.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_active.svg",".svg","vector","24","48","0.99"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_active@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_default.svg",".svg","vector","24","48","0.99"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_default@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_disabled.svg",".svg","vector","24","48","0.99"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_disabled@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_hover.svg",".svg","vector","24","48","0.99"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_lyrics_hover@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_active.svg",".svg","vector","24","48","0.56"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_active@2x.png",".png","raster","48","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_default.svg",".svg","vector","24","48","0.56"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_default@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_disabled.svg",".svg","vector","24","48","0.56"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_mute_disabled@2x.png",".png","raster","48","48","0.28"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_default.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_default@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_disabled.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_disabled@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_hover.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_hover@2x.png",".png","raster","48","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_pressed.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_next_pressed@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_default.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_default@2x.png",".png","raster","48","48","0.18"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_disabled.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_disabled@2x.png",".png","raster","48","48","0.18"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_hover.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_hover@2x.png",".png","raster","48","48","0.18"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_pressed.svg",".svg","vector","24","48","0.36"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_pause_pressed@2x.png",".png","raster","48","48","0.18"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_active.svg",".svg","vector","24","48","0.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_active@2x.png",".png","raster","48","48","0.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_default.svg",".svg","vector","24","48","0.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_default@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_disabled.svg",".svg","vector","24","48","0.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_disabled@2x.png",".png","raster","48","48","0.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_hover.svg",".svg","vector","24","48","0.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_playlist_hover@2x.png",".png","raster","48","48","0.23"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_default.svg",".svg","vector","24","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_default@2x.png",".png","raster","48","48","0.22"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_disabled.svg",".svg","vector","24","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_disabled@2x.png",".png","raster","48","48","0.22"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_hover.svg",".svg","vector","24","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_hover@2x.png",".png","raster","48","48","0.21"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_pressed.svg",".svg","vector","24","48","0.27"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_play_pressed@2x.png",".png","raster","48","48","0.22"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_default.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_default@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_disabled.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_disabled@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_hover.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_hover@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_pressed.svg",".svg","vector","24","48","0.41"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_previous_pressed@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_default.svg",".svg","vector","24","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_default@2x.png",".png","raster","48","48","0.17"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_disabled.svg",".svg","vector","24","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_disabled@2x.png",".png","raster","48","48","0.17"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_hover.svg",".svg","vector","24","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_stop_hover@2x.png",".png","raster","48","48","0.16"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_active.svg",".svg","vector","24","48","1.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_active@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_default.svg",".svg","vector","24","48","1.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_default@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_disabled.svg",".svg","vector","24","48","1.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_disabled@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_hover.svg",".svg","vector","24","48","1.2"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_btn_volume_hover@2x.png",".png","raster","48","48","0.34"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_active.svg",".svg","vector","24","48","0.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_active@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_default.svg",".svg","vector","24","48","0.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_default@2x.png",".png","raster","48","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_disabled.svg",".svg","vector","24","48","0.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_disabled@2x.png",".png","raster","48","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_hover.svg",".svg","vector","24","48","0.68"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_repeat_hover@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_active.svg",".svg","vector","24","48","1.08"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_active@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_default.svg",".svg","vector","24","48","1.08"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_default@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_disabled.svg",".svg","vector","24","48","1.08"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_disabled@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_hover.svg",".svg","vector","24","48","1.08"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_shuffle_hover@2x.png",".png","raster","48","48","0.3"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_active.svg",".svg","vector","24","48","0.94"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_active@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_default.svg",".svg","vector","24","48","0.94"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_default@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_disabled.svg",".svg","vector","24","48","0.94"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_disabled@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_hover.svg",".svg","vector","24","48","0.94"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\player\player_mode_single_hover@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_bg_player_immersive@2x.png",".png","raster","1920","1080","82.8"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_bg_welcome_dark@2x.png",".png","raster","1920","1080","110.1"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_bg_welcome_light@2x.png",".png","raster","1920","1080","177.49"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_empty_download@2x.png",".png","raster","1400","1200","113.9"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_empty_library@2x.png",".png","raster","1400","1200","116.76"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_empty_library_dark@2x.png",".png","raster","1400","1200","70.65"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_login_error@2x.png",".png","raster","1400","1200","109.4"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_login_error_dark@2x.png",".png","raster","1400","1200","63.67"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_login_required@2x.png",".png","raster","1400","1200","119.69"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_no_network@2x.png",".png","raster","1400","1200","117.04"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_sync_conflict@2x.png",".png","raster","1400","1200","113.29"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\state\state_sync_conflict_dark@2x.png",".png","raster","1400","1200","61.85"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_default.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_default@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_disabled.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_disabled@2x.png",".png","raster","48","48","0.26"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_hover.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_exit_fullscreen_hover@2x.png",".png","raster","48","48","0.25"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_active.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_active@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_default.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_default@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_disabled.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_disabled@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_hover.svg",".svg","vector","24","48","0.71"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_fullscreen_hover@2x.png",".png","raster","48","48","0.24"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_default.svg",".svg","vector","24","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_default@2x.png",".png","raster","48","48","0.22"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_disabled.svg",".svg","vector","24","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_disabled@2x.png",".png","raster","48","48","0.22"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_hover.svg",".svg","vector","24","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_pip_hover@2x.png",".png","raster","48","48","0.21"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_active.svg",".svg","vector","24","48","0.44"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_active@2x.png",".png","raster","48","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_default.svg",".svg","vector","24","48","0.44"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_default@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_disabled.svg",".svg","vector","24","48","0.44"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_disabled@2x.png",".png","raster","48","48","0.38"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_hover.svg",".svg","vector","24","48","0.44"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_quality_hover@2x.png",".png","raster","48","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_active.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_active@2x.png",".png","raster","48","48","0.37"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_default.svg",".svg","vector","24","48","0.5"
"E:\FFmpeg_whisper\ffmpeg_music_player\design_exports\netease_ui_pack_20260309\icon\ui\video\video_btn_speed_default@2x.png",".png","raster","48","48","0.38"
